"CHARACTER DESCRIPTION"
"The appearance of Romulus is an honour for him. He is meticulous, yet caught up in the excitement."

"","","","","DIA_CITYZARZADCA_HELLO1"
"Arena manager","Oh! Der Champion selbst.                                                                                                                     ","DIA_CITYZARZADCA_HELLO1_03_01"
"Arena manager","Schön dich in unserer Arena zu haben.                                                                                                                     ","DIA_CITYZARZADCA_HELLO1_03_02"
"Arena manager","Melde dich morgen. Alle freuen sich auf deinen ersten Kampf.                                                                                                                     ","DIA_CITYZARZADCA_HELLO1_03_03"

"","","","","DIA_ZARZADCACITY_WALKA1"
"Romulus","","Ich bin bereit zu kämpfen.                                                                                                                     ","DIA_ZARZADCACITY_WALKA1_15_01"
"Arena manager","Also willkommen in der Arena. Lasst die Spiele beginnen!                                                                                                                     ","DIA_ZARZADCACITY_WALKA1_03_02"

"","","","","DIA_ZARZADCACITY_WALKA7"
"Arena manager","Speziell für dich haben wir die gefährlichste Banditenbande der Gegend gefangen genommen. Betreten nun die Arena!                                                                                                                     ","DIA_ZARZADCACITY_WALKA7_03_02"

"","","","","DIA_ZARZADCACITY_WALKA9"
"Arena manager","Dieses Mal stehst du im größten Teamkampf! Du kämpfst im grünen Team.                                                                                                                     ","DIA_ZARZADCACITY_WALKA9_03_02"

"","","","","DIA_ZARZADCACITY_WALKABOSS"
"Arena manager","Ich habe keinen Grund, auf deiner Seite zu sein, aber mach dich auf eine schreckliche Erfahrung gefasst.                                                                                                                     ","DIA_ZARZADCACITY_WALKABOSS_03_01"

"","","","","DIA_CITYZARZADCA_NAGRODA1"
"Romulus","","Ich möchte die Belohnung für den Sieg im Kampf sammeln.                                                                                                                     ","DIA_CITYZARZADCA_NAGRODA1_15_01"
"Arena manager","Bitte schön, hier ist die Zahlung.                                                                                                                     ","DIA_CITYZARZADCA_NAGRODA1_03_02"

"","","","","DIA_CITYZARZADCA_SPECJAL1"
"Romulus","","Ich bin bereit für die ganze Überraschung.                                                                                                                     ","DIA_CITYZARZADCA_SPECJAL1_15_01"
"Arena manager","Betritt die Arena. Schau dir an, welche Überraschung wir für dich vorbereitet haben.                                                                                                                     ","DIA_CITYZARZADCA_SPECJAL1_03_02"

"","","","","DIA_CITYZARZADCA_SPECJALNAGRODA"
"Arena manager","Hoho! Perfekte Show, hier ist der Preis.                                                                                                                     ","DIA_CITYZARZADCA_SPECJALNAGRODA_03_01"
"Romulus","","Ich danke dir.                                                                                                                     ","DIA_CITYZARZADCA_SPECJALNAGRODA_15_02"

"","","","","DIA_CITYZARZADCA_Deathsentence"
"Arena manager","Du kommst zu spät zum Kampf. Du weißt was das bedeutet.                                                                                                                     ","DIA_CITYZARZADCA_Deathsentence_03_01"

"","","","","DIA_CITYZARZADCA_MBFirstInfo"
"(tip: he is explaining rules of arena show here)"
"Arena manager","Warte, bist du daran interessiert sein, an einer anderen Art von Show teilzunehmen?                                                                                                                     ","DIA_CITYZARZADCA_MBFirstInfo_03_01"
"Romulus","","Worum geht es?                                                                                                                     ","DIA_CITYZARZADCA_MBFirstInfo_15_02"
