"CHARACTER DESCRIPTION"
"The boss of the Rainwood Forest arena. He has gentle facial features and bases his success on agility and bow fighting."

"","","","","DIA_ROBIN_HELLO1"
"Robin","Der Tag ist gekommen! Endlich kann ich gegen dich kämpfen.                                                                                                                     ","DIA_ROBIN_HELLO1_03_01"
"Robin","Ich wusste von Anfang an, dass es kein Zufall war, dass du in zwei Arenen Champion geworden bist.                                                                                                                     ","DIA_ROBIN_HELLO1_03_02"
"Robin","Du bist beeindruckend!                                                                                                                     ","DIA_ROBIN_HELLO1_03_03"
"Robin","Irgendwann geht jedoch alles zu Ende.                                                                                                                     ","DIA_ROBIN_HELLO1_03_04"
"Romulus","","Genau, z.b dein Status als Champion in diesem Bereich.                                                                                                                     ","DIA_ROBIN_HELLO1_15_05"
"Robin","Bring mich nicht zum Lachen. Ich schieße dir einen Pfeil durch den Kopf, bevor du mich erreichen kannst!                                                                                                                     ","DIA_ROBIN_HELLO1_03_06"
"Robin","Es besteht kein Grund mehr zu zögern, die Menschen sind hungrig nach Emotionen!                                                                                                                     ","DIA_ROBIN_HELLO1_03_07"
"Romulus","","Also lass uns anfangen!                                                                                                                     ","DIA_ROBIN_HELLO1_15_08"

"","","","",""

