"CHARACTER DESCRIPTION"
"Alchemist. Arrogant."

"","","","","DIA_Alchemik_KAMILBOAT"
"Romulus","","Kannst du Schlaftabletten herstellen?                                                                                                                     ","DIA_Alchemik_KAMILBOAT_15_01"
"Alchemist","Ja, aber ich brauche die richtigen Zutaten und die Bezahlung muss auch stimmen.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_03_02"
"Alchemist","Will jemand nachts nicht schlafen?                                                                                                                     ","DIA_Alchemik_KAMILBOAT_03_03"
"Romulus","","Ja, und gleichzeitig mag er Bier. Und was brauchst du, um eine solche Specialität herzustellen?                                                                                                                     ","DIA_Alchemik_KAMILBOAT_15_04"
"Alchemist","Schwertlilie. Eine Pflanze, die unter Wasser lebt, reicht bis zur Hüfte.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_03_05"
"Romulus","","Es wird mir schwer fallen, sie beim Tauchen von der größe einzuschätzen.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_15_06"
"Alchemist","Es ist ziemlich groß, sieht aus wie ein Farn und enthält eine wunderschöne lila Blume.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_03_07"
"Alchemist","Wasserströmungen können sie leicht aus dem Boden ziehen, sodass du sie höchstwahrscheinlich dort finden wirst, wo das Wasser steht. Vielleicht in einem Wrack?                                                                                                                     ","DIA_Alchemik_KAMILBOAT_03_08"
"Alchemist","Also, bring eine Schwertlilie, Bier und 50 Goldstücke mit, und ich mache eine für dich.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_03_09"
"Romulus","","Gut, ich werde eine Runde tauchen gehen.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_15_10"

"","","","","DIA_Alchemik_KAMILBOAT_MUFFA"
"Romulus","","Hier ist die Schwertlilie, Bier und 50 Gold.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_MUFFA_15_01"
"Alchemist","Danke.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_MUFFA_03_02"
"Alchemist","Hier, schon ist es fertig.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_MUFFA_03_03"
"Romulus","","Aber wo hast du die Schwertlilie her?                                                                                                                     ","DIA_Alchemik_KAMILBOAT_MUFFA_15_04"
"Alchemist","Du bist nicht der Erste, der eine Wache ausschalten will.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_MUFFA_03_05"
"Alchemist","Ich habe ein Schlafbier gemacht, während du weg warst.                                                                                                                     ","DIA_Alchemik_KAMILBOAT_MUFFA_03_06"
"Romulus","","Wie auch immer, danke für deine Hilfe…                                                                                                                     ","DIA_Alchemik_KAMILBOAT_MUFFA_15_07"

"","","","","DIA_Alchemik_HELLO1"
"Alchemist","Hallo! Ich bin der örtliche Alchemist, ich mache Tränke.                                                                                                                     ","DIA_Alchemik_HELLO1_03_01"
"Alchemist","Wenn du welche brauchst, schaue unbedingt bei mir vorbei.                                                                                                                     ","DIA_Alchemik_HELLO1_03_02"
"Romulus","","Daran werde ich mich erinnern.                                                                                                                     ","DIA_Alchemik_HELLO1_15_03"

"","","","","DIA_Alchemik_CANLEARN"
"Romulus","","Kannst du mir was beibringen?                                                                                                                     ","DIA_Alchemik_CANLEARN_15_01"
"Alchemist","Ja, aber du bist zu arm, als dass mein Wissen dir von Nutzen sein könnte.                                                                                                                     ","DIA_Alchemik_CANLEARN_03_02"
"Alchemist","Ich kann dir beibringen, Waffen zu vergiften. Gegen eine Gebühr.                                                                                                                     ","DIA_Alchemik_CANLEARN_03_03"

"","","","","DIA_Alchemik_LEARNPOISONING"
"Romulus","","Bring mir bei, Waffen zu vergiften.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_15_01"
"Alchemist","Dafür bist du zu dumm.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_02"
"Alchemist","Du kannst es dir nicht leisten!                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_03"
"Alchemist","Alles klar. Du kaufst eine Flasche Gift von mir. du heizt auf.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_04"
"Alchemist","Das Gift beginnt in einem kleinen Behälter oben in der Flasche zu kondensieren.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_05"
"Alchemist","Wenn die Giftmenge das mit einer Linie auf dem Behälter markierte Niveau erreicht, steckt man das Schwert in den Behälter und wartet, bis es getrocknet ist.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_06"
"Alchemist","Wenn du die Wunde mit der Spitze der Waffe triffst, vergiftest du den Feind.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_07"
"Alchemist","Die Giftflasche ist ein wirklich idiotensicheres Produkt. Genau das Richtige für dich.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_08"
"Alchemist","Königliche Beamte verboten den Verkauf von Gift in anderen Verpackungen.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_09"
"Alchemist","Den Aufwand bei der Erstellung mache ich mit dem Preis wieder wett.                                                                                                                     ","DIA_Alchemik_LEARNPOISONING_03_10"

"","","","",""

