"CHARACTER DESCRIPTION"
"Bowyer"

"","","","","DIA_Luczarz_SPRINT"
"Bowyer","In Ordnung. Rennen ist die einzige Möglichkeit, Fernkampfwaffen im Kampf effektiv einzusetzen. Dank dessen kannst du vor deinen Gegner davonlaufen und Schüsse abgeben.                                                                                                                     ","DIA_Luczarz_SPRINT_03_02"
"Romulus","","Bring mir bei, wie man sprintet und es im Kampf einsetzt.                                                                                                                     ","DIA_Luczarz_SPRINT_15_01"
"Bowyer","Das kann ich dir nicht beibringen!                                                                                                                     ","DIA_Luczarz_SPRINT_03_03"

"","","","","DIA_Luczarz_HELLO1"
"Romulus","","Wer bist du?                                                                                                                     ","DIA_Luczarz_HELLO1_15_01"
"Bowyer","Ich bin hier der Bogner. Ich verkaufe Bögen von höchster Qualität.                                                                                                                     ","DIA_Luczarz_HELLO1_03_02"
"Romulus","","Bögen? Wie soll man die in einem Arenakampf einsetzen?                                                                                                                     ","DIA_Luczarz_HELLO1_15_03"
"Bowyer","Es liegt an dir, du musst schnell sein, denke daran, dass Rüstungen immer weniger widerstandsfähiger gegen Pfeile sind als gegen Nahkampfangriffe.                                                                                                                     ","DIA_Luczarz_HELLO1_03_04"
"Bowyer","In größeren Arenen oder bei Turnieren, auf die du vielleicht eines Tages warten wirst, und als Zweitwaffe funktionieren sie wirklich gut!                                                                                                                     ","DIA_Luczarz_HELLO1_03_05"
"Bowyer","Aber du musst es einfach selbst probieren.                                                                                                                     ","DIA_Luczarz_HELLO1_03_06"

"","","","",""

