"CHARACTER DESCRIPTION"
"Herold, like in Khorinis."

"Herold","Hören Sie, hören Sie, liebe Bürger, Gladiatoren und Aristokraten!                                                                                                                     ","GLADIATOR_HEROLD_01"
"Herold","Nach dem Vorfall der letzten Nacht ist Romulus angeschlagen und erschöpft - besiegte Hamlock in einem wunderschönen Stil und erreichte das FINALE DES GLADIATORS BAY-TURNIERS!                                                                                                                     ","GLADIATOR_HEROLD_21"
"Herold","Der Kampf zwischen Hermes und Romulus kommt bald, das große Finale ist immer große Emotionen! Bereiten Sie sich gut darauf vor, setzen Sie auf diesen Kampf. ES IST ZEIT FÜR DIE AUFNAHME DER SPIELE!                                                                                                                     ","GLADIATOR_HEROLD_22"
"Herold","Gladiator Merlok konnte Romulus auf seinem Weg zum Titel nicht aufhalten, ein weiterer großartiger Kampf.                                                                                                                     ","GLADIATOR_HEROLD_20"
"Herold","Romulus steigt weiter! Ein weiterer faszinierender Gewinn! Setzen Sie auf ihn, denn seine Gewinne sind sicherer als Steuern!                                                                                                                     ","GLADIATOR_HEROLD_19"
"Herold","Der Bogen half Ultram nicht, dem Tod zu entkommen, er wurde von Romulus nach einem aufregenden Kampf getötet!                                                                                                                     ","GLADIATOR_HEROLD_18"
"Herold","Ein Krieger aus dem äußersten Süden, Nahmadi, fiel in der von Romulus besiegten Arena.                                                                                                                     ","GLADIATOR_HEROLD_17"
"Herold","Romulus rückte in die nächste Runde vor und besiegte eine gefährliche Bestie aus den dichten und dunklen Wäldern unseres Königreichs.                                                                                                                     ","GLADIATOR_HEROLD_16"
"Herold","Vielversprechend und einer der Favoriten des Turniers - Der Große Koloss wurde besiegt!                                                                                                                     ","GLADIATOR_HEROLD_14"
"Herold","Seien Sie nicht empört über verlorene Wetten, wetten Sie weiter, Sie werden auf jeden Fall verdienen.                                                                                                                     ","GLADIATOR_HEROLD_15"
"Herold","Phamart fiel in der Arena im Kampf gegen Romulus auf die Knie! Ein weiterer Sieg und ein weiterer Schritt im Turnier, herzlichen Glückwunsch!                                                                                                                     ","GLADIATOR_HEROLD_13"
"Herold","Nach einem spannenden Kampf besiegte Gladiator Romulus Dyadys zur Freude des Volkes!                                                                                                                     ","GLADIATOR_HEROLD_11"
"Herold","Sein nächster Gegner ist Phamart und der Zusammenstoß wird in nur 2 Tagen stattfinden, halten Sie Ihre Geldbörsen bereit und platzieren Sie Ihre Wetten.                                                                                                                     ","GLADIATOR_HEROLD_12"
"Herold","Das Gladiator-Bay-Turnier beginnt gleich, halten Sie Ihre Geldbörsen bereit und wetten Sie auf die bevorstehenden Kämpfe.                                                                                                                     ","GLADIATOR_HEROLD_02"
"Herold","Den Zeitplan der Kämpfe und die Liste der Gladiatoren des Turniers finden Sie auf den Informationstafeln.                                                                                                                     ","GLADIATOR_HEROLD_03"
"Herold","Auf Befehl des ehrwürdigen Herrn Proxemo wird jedem von euch, der auf mindestens einen Kampf gesetzt hat, garantiert ein Freibier im Wirtshaus geschenkt! Ehre sei dir, Lord Proxemo!                                                                                                                     ","GLADIATOR_HEROLD_04"
"Herold","Wir erinnern Sie daran, dass die Kampfregeln in der Arena wie folgt sind:                                                                                                                     ","GLADIATOR_HEROLD_07"
"Herold","Jeder Kampf in unserer Arena geht auf Leben und Tod!                                                                                                                     ","GLADIATOR_HEROLD_08"
"Herold","Gladiatoren können einander nicht angreifen, bevor der Kampf beginnt. Der Kampf beginnt traditionell nach einem Gespräch zwischen ihnen.                                                                                                                     ","GLADIATOR_HEROLD_09"
"Herold","In der Arena kann mit jeder Art von Waffe gekämpft werden, es gibt diesbezüglich keine Einschränkungen.                                                                                                                     ","GLADIATOR_HEROLD_10"
"Herold","Wenn jemand von euch seine Kräfte in der Arena versuchen möchte, muss er damit rechnen, dass es kein Zurück mehr gibt!                                                                                                                     ","GLADIATOR_HEROLD_23"
"Herold","Jeder Freiwillige, der den Rest seines Lebens als Gladiator verbringen möchte, muss das entsprechende Dokument bei Lord Proxemo unterschreiben.                                                                                                                     ","GLADIATOR_HEROLD_24"
"Herold","Kürzlich ist hier ein Schiff mit frisch gefangenen Sklaven eingetroffen, und bald werden sie sich in einem kompromisslosen Eliminierungskampf gegenüberstehen!                                                                                                                     ","GLADIATOR_HEROLD_05"
"Herold","Derjenige, der überlebt, wird offiziell als Gladiator anerkannt und in die Turnierliste aufgenommen!                                                                                                                     ","GLADIATOR_HEROLD_06"
