"CHARACTER DESCRIPTION"
"rebel, ex-soldier"

"","","","","DIA_JUSTIN_HELLO1"
"Justin","Endlich treffe ich dich, Kaly hat mir ein bisschen über dich erzählt!                                                                                                                     ","DIA_JUSTIN_HELLO1_03_01"
"Justin","Ich bin Justin, ein Deserteur.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_02"
"Romulus","","Deserteur sagst du?                                                                                                                     ","DIA_JUSTIN_HELLO1_15_03"
"Justin","Ja, ich habe nicht die Absicht, unter diesem Rezenhart weiter in der Armee zu dienen.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_04"
"Justin","Ich weigerte mich, eines der Dörfer niederzubrennen, die sich dem derzeitigen Herrscher widersetzten.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_05"
"Justin","Es war ein wunderschönes Dorf. Der König hat befohlen, sein eigenes Dorf niederzubrennen und die Bewohner abzuschlachten! In welchem Königreich passiert so etwas?!                                                                                                                     ","DIA_JUSTIN_HELLO1_03_06"
"Justin","Deshalb habe ich die Armee verlassen.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_07"
"Justin","Da sitzen Hergan und Elines, meine Freunde, die mit mir gegangen sind.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_08"
"Justin","Nun zu dir. Ich soll dir sagen um was es geht oder?                                                                                                                     ","DIA_JUSTIN_HELLO1_03_09"
"Romulus","","Ja, dafür bin ich hergekommen.                                                                                                                     ","DIA_JUSTIN_HELLO1_15_10"
"Justin","Kaly ist so ein stinkender Faulpelz, er will dir nicht einmal unseren Plan verraten…                                                                                                                     ","DIA_JUSTIN_HELLO1_03_11"
"Justin","Halt die Klappe, hahaha!                                                                                                                     ","DIA_JUSTIN_HELLO1_03_12"
"Justin","In Ordnung, Romulus.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_13"
"Justin","Wie du wahrscheinlich weißt, haben diese verdammten Banditen einen Brief von Preston, dem Rebellenchef, abgefangen.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_14"
"Romulus","","Ja, das weiß ich.                                                                                                                     ","DIA_JUSTIN_HELLO1_15_15"
"Justin","Wir müssen ihn zurückholen.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_16"
"Justin","Wir werden nachts lautlos angreifen.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_17"
"Justin","Sprich noch ein bisschen mit den Jungs, dann ruh dich aus. Wir greifen morgen an.                                                                                                                     ","DIA_JUSTIN_HELLO1_03_21"
"Romulus","","Alles klar.                                                                                                                     ","DIA_JUSTIN_HELLO1_15_22"

"","","","","DIA_Justin_ATAKUJEMY"
"Justin","Hast du dich gut ausgeruht?                                                                                                                     ","DIA_Justin_ATAKUJEMY_03_01"
"Romulus","","Natürlich.                                                                                                                     ","DIA_Justin_ATAKUJEMY_15_02"
"Justin","Dann los, meine Herren!                                                                                                                     ","DIA_Justin_ATAKUJEMY_03_03"

"","","","","DIA_Justin_COJEST"
"Justin","Was ist…                                                                                                                     ","DIA_Justin_COJEST_03_01"
"Justin","Ein Toter Bandit?                                                                                                                     ","DIA_Justin_COJEST_03_02"
"Justin","Irgendetwas stimmt hier nicht, ich sehe niemanden im Lager.                                                                                                                     ","DIA_Justin_COJEST_03_03"
"Romulus","","Irgendeine Ahnung, was passiert sein könnte?                                                                                                                     ","DIA_Justin_COJEST_15_04"
"Justin","Ich hoffe, Tamerons Männer sind uns nicht zuvorgekommen. Wir gehen hinein.                                                                                                                     ","DIA_Justin_COJEST_03_05"

"","","","","DIA_Justin_NIEPODOBAMISIE"
"Justin","Ich mag das nicht, keine Anzeichen von einem Kampf!                                                                                                                     ","DIA_Justin_NIEPODOBAMISIE_03_01"
"Justin","Wir müssen alles durchsuchen. Versuche Prestons Nachricht zu finden, vielleicht ist sie immer noch hier…                                                                                                                     ","DIA_Justin_NIEPODOBAMISIE_03_02"

"","","","","DIA_Justin_COJEST2"
"Justin","Scheiße, das war ein Hinterhalt!                                                                                                                     ","DIA_Justin_COJEST2_03_01"
"Justin","Die haben sich in den Zelten und Büschen versteckt. Damit habe ich nicht gerechnet.                                                                                                                     ","DIA_Justin_COJEST2_03_02"
"Romulus","","Das Wichtigste ist, dass es funktioniert hat.                                                                                                                     ","DIA_Justin_COJEST2_15_03"
"Justin","Hast du die Nachricht von Preston?                                                                                                                     ","DIA_Justin_COJEST2_03_04"
"Romulus","","Ja.                                                                                                                     ","DIA_Justin_COJEST2_15_05"
"Justin","Sprich dann mit Kaly, wir sichern das Gebiet.                                                                                                                     ","DIA_Justin_COJEST2_03_06"

"","","","",""

