"CHARACTER DESCRIPTION"
"Owner of the Gladiator Bay arena. He is a buffoon, he doesn't care about people, he only cares about money. He is impulsive, although he can control himself when money is involved. As Romulus advances, he would most like to kill him because he gets on his nerves."

"","","","","DIA_Proxemo_HELLO1"
"Proxemo","Hallo, meine zukünftigen Gladiatoren!                                                                                                                     ","DIA_Proxemo_HELLO1_03_01"
"Romulus","","Wo… Wo sind wir?                                                                                                                     ","DIA_Proxemo_HELLO1_15_02"
"Proxemo","Von nun an hängt dein Leben nur noch von mir ab. Ihr seid Sklaven, die bald in der Arena um den Titel eines Gladiators kämpfen werden.                                                                                                                     ","DIA_Proxemo_HELLO1_03_03"
"Proxemo","Ihr seid hier, um unseren geschätzten Zuschauer zu erfreuen, die mir ein Vermögen bezahlt haben, um zusehen zu können, wie eure Köpfe den heißen Sand dieser Wüste schmücken.                                                                                                                     ","DIA_Proxemo_HELLO1_03_12"
"Romulus","","Wir sind was? Das soll wohl ein Scherz sein?                                                                                                                     ","DIA_Proxemo_HELLO1_15_04"
"Proxemo","Hör mir zu, Alter! Du bist ein Sklave, du bist nur hier, um von unseren Gladiatoren in der Arena zermalmt zu werden.                                                                                                                     ","DIA_Proxemo_HELLO1_03_05"
"Proxemo","Menschen aus den entlegensten Ecken der Welt kommen hierher, um zuzusehen, wie arme gefangene Sklaven in unserer Arena ihr Leben verlieren.                                                                                                                     ","DIA_Proxemo_HELLO1_03_06"
"Proxemo","Also halt deinen Mund und akzeptiere dein Schicksal.                                                                                                                     ","DIA_Proxemo_HELLO1_03_07"
"Proxemo","Wir treffen uns morgen alle in der Arena. Einer von euch, der überlebt, wird eine Chance haben, hier leben zu dürfen.                                                                                                                     ","DIA_Proxemo_HELLO1_03_08"
"Proxemo","Jeder Kampf, ist ein Kampf um Leben und Tod.                                                                                                                     ","DIA_Proxemo_HELLO1_03_09"
"Proxemo","Genieße jetzt deine Freiheit an diesem letzten Tag deines Lebens.                                                                                                                     ","DIA_Proxemo_HELLO1_03_10"
"Proxemo","Ach und wage es dir nicht von hier zu fliehen. Es wäre das letzte was du tust.                                                                                                                     ","DIA_Proxemo_HELLO1_03_11"

"","","","","DIA_PROXEMO_CONGRATS"
"Proxemo","Komm her, wer hätte gedacht, dass du gewinnst. Ich hatte auf diesen großen Kerl mit dem Stock gehofft, aber na ja.                                                                                                                     ","DIA_PROXEMO_CONGRATS_03_01"
"Romulus","","Ich weiß, du bist nicht glücklich über meinen Sieg.                                                                                                                     ","DIA_PROXEMO_CONGRATS_15_02"
"Proxemo","Es ist mir egal, wer gewinnt, solange ich Geld verdiene!                                                                                                                     ","DIA_PROXEMO_CONGRATS_03_03"
"Proxemo","Gemäß den Regeln hier bist du nun offiziell ein Gladiator.                                                                                                                     ","DIA_PROXEMO_CONGRATS_03_04"
"Proxemo","Du hast den ersten Kampf überlebt, es ist Zeit für die Turnierkämpfe.                                                                                                                     ","DIA_PROXEMO_CONGRATS_03_05"
"Proxemo","Du kannst dich jetzt auch frei im Buchtbereich bewegen. Du kannst auch arbeiten, aber du darfst nicht in die Stadt!                                                                                                                     ","DIA_PROXEMO_CONGRATS_03_06"
"Proxemo","Und wenn du versucht zu fliehen, werde ich persönlich dafür sorgen, dass du hingerichtet wirst!                                                                                                                     ","DIA_PROXEMO_CONGRATS_03_07"
"Proxemo","Haben wir uns verstanden?                                                                                                                     ","DIA_PROXEMO_CONGRATS_03_08"
"Romulus","","Klar.                                                                                                                     ","DIA_PROXEMO_CONGRATS_15_09"

"","","","","DIA_PROXEMO_HELLO2"
"Proxemo","Oh, hallo an den Gewinner, ich sehe, du betrinkst dich schon, um ein Gladiator zu werden!                                                                                                                     ","DIA_PROXEMO_HELLO2_03_01"
"Proxemo","Kaly, bitte lass unseren Gladiator in Ruhe, quäle ihn nicht.                                                                                                                     ","DIA_PROXEMO_HELLO2_03_02"
"Romulus","","Er hilft mir, weg von ihm.                                                                                                                     ","DIA_PROXEMO_HELLO2_15_03"
"Proxemo","Du Hund. Willst du dein Leben schneller beenden?                                                                                                                     ","DIA_PROXEMO_HELLO2_03_04"
"Proxemo","Achte auf deine Worte, denn ein Befehl von mir und du wirst hängen.                                                                                                                     ","DIA_PROXEMO_HELLO2_03_05"
"Proxemo","Wir sehen uns beim nächsten Kampf, Gladiator! HA!                                                                                                                     ","DIA_PROXEMO_HELLO2_03_06"

"","","","","DIA_Proxemo_WITAJMORDO1"
"Proxemo","Hallo Romulus!                                                                                                                     ","DIA_Proxemo_WITAJMORDO1_03_01"
"Romulus","","Was willst du?                                                                                                                     ","DIA_Proxemo_WITAJMORDO1_15_02"
"Proxemo","Du magst mich nicht, oder?                                                                                                                     ","DIA_Proxemo_WITAJMORDO1_03_03"
"Proxemo","Wie auch immer, ich lege nicht viel Wert auf deine Sympathie für mich.                                                                                                                     ","DIA_Proxemo_WITAJMORDO1_03_04"
"Proxemo","Es ist mir einfach scheißegal.                                                                                                                     ","DIA_Proxemo_WITAJMORDO1_03_05"
