"CHARACTER DESCRIPTION"
"All that matters to him is the money and the position he has lost due to losing bets in the arena."

"","","","","DIA_Mieszkaniec_HELLO1"
"Lumberjack","Das Holz für den Galgen ist aufgebraucht und ich muss wie ein Ochse arbeiten, während die anderen in der Taverne Bier trinken oder den Kämpfen zusehen.                                                                                                                     ","DIA_Mieszkaniec_HELLO1_03_01"
"Lumberjack","Und das nur, weil ich bei den Kämpfen falsch gewettet und mein ganzes Vermögen verloren habe.                                                                                                                     ","DIA_Mieszkaniec_HELLO1_03_02"

"","","","","DIA_Mieszkaniec_HELLO1_A1"
"Romulus","","Sehr gut! Ihr Aristokraten habt eh zu viel Geld und es tut mir nicht leid, dass es dir so ergangen ist.                                                                                                                     ","DIA_Mieszkaniec_HELLO1_A1_15_01"
"Romulus","","Es ist verachtenswert, mit Wetten auf Kämpfe, diesen Zirkus hier auch noch zu unterstützen.                                                                                                                     ","DIA_Mieszkaniec_HELLO1_A1_15_02"
"Lumberjack","Wie kannst du es wagen! Vor nicht allzu langer Zeit hätte ich deine ganze Familie kaufen können. Weg hier!                                                                                                                     ","DIA_Mieszkaniec_HELLO1_A1_03_03"

"","","","","DIA_Mieszkaniec_HELLO1_A2"
"Romulus","","Das tut mir leid, vielleicht ändert sich deine Situation bald.                                                                                                                     ","DIA_Mieszkaniec_HELLO1_A2_15_01"
"Lumberjack","Lass uns hoffen. Ich will nicht für den Rest meines Lebens Holz hacken! Ich hasse Arbeit…                                                                                                                     ","DIA_Mieszkaniec_HELLO1_A2_03_02"
"Lumberjack","Warum habe ich so viel Geld auf den Kampf gesetzt.                                                                                                                     ","DIA_Mieszkaniec_HELLO1_A2_03_03"

"","","","","DIA_Mieszkaniec_IGORQUEST"
"Romulus","","Ich habe eine Frage.                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_15_01"
"Lumberjack","Was willst du? Siehst du nicht, dass ich beschäftigt bin?                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_02"
"Lumberjack","Wenn ich es nicht schaffe, das Holz zu produzieren, das Proxemo will, werde ich mir meine Freiheit nie erkaufen können.                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_03"
"Romulus","","Wie viel Gold musst du verdienen?                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_15_04"
"Lumberjack","500 Goldstücke.                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_05"
"Romulus","","Mmh…                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_15_06"
"Lumberjack","Du hast mir immer noch nicht gesagt, was du willst.                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_07"
"Romulus","","Es geht um eine Plattform und Proxemo ist es egal..                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_15_08"
"Romulus","","Das Leben der Wachen auf der Plattform ist in Gefahr.                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_15_09"
"Lumberjack","Und du willst, dass ich ihnen helfe? Vergiß es!                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_10"
"Romulus","","Was wäre, wenn ich dir einen bestimmten Geldbetrag zahlen würde, den du dringend brauchst?                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_15_11"
"Lumberjack","Du? Du hast keinen Cent dabei! So wie du aussiehst willst du mich eher umhauen!                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_12"
"Lumberjack","Ich will dieses Gold im Voraus, dann kaufe ich mir meine Freiheit und kümmere mich um die Plattform.                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_13"
"Lumberjack","Andernfalls werde ich nicht zustimmen.                                                                                                                     ","DIA_Mieszkaniec_IGORQUEST_03_14"

"","","","","DIA_Mieszkaniec_MAMHAJS"
"Romulus","","Hier hast du dein Gold.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_15_01"
"Lumberjack","Wie schön! Haha!                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_03_02"
"Lumberjack","(gierig) Gib her!! Ja, jetzt kann ich mich von diesem Bastard frei kaufen.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_03_03"
"Romulus","","Denke an unsere Vereinbarung.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_15_04"
"Lumberjack","Natürlich erinnere ich mich daran und werde mich daran halten.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_03_05"
"Lumberjack","Sage den Wachen auf der Plattform, dass ich gleich komme um sie zu inspizieren und zu reparieren.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_03_06"
"Romulus","","Wie lange brauchst du dafür?                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_15_07"
"Lumberjack","Mh… Ich werde die Stützen mit dem hochwertigsten Holz verstärken, was ich finden kann… also.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_03_08"
"Lumberjack","Ich denke, in ein paar Tagen wird die Plattform repariert sein.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_03_09"
"Romulus","","Danke.                                                                                                                     ","DIA_Mieszkaniec_MAMHAJS_15_10"

"","","","",""

