"CHARACTER DESCRIPTION"
"Easily irritated. Malicious."

"","","","","DIA_Nocnik_KAMILBOAT"
"Night guard","Was machst du hier?                                                                                                                     ","DIA_Nocnik_KAMILBOAT_03_01"
"Romulus","","Entschuldige die Störung. Vielleicht ein Bier als Entschuldigung?                                                                                                                     ","DIA_Nocnik_KAMILBOAT_15_02"
"Night guard","Ich muss jede Nacht von den Slums aus auf das Gasthaus starren. (gierig) Gib her!!                                                                                                                     ","DIA_Nocnik_KAMILBOAT_03_03"

"","","","","DIA_Nocnik_SLEEPNOTKAMIL"
"Night guard","Kannst du nicht sehen, dass ich arbeite?                                                                                                                     ","DIA_Nocnik_SLEEPNOTKAMIL_03_01"
"Night guard","Lass mich alleine patrouillieren und versuche keine Tricks!                                                                                                                     ","DIA_Nocnik_SLEEPNOTKAMIL_03_02"

"","","","","DIA_Nocnik_SLEEPDAY"
"Night guard","Kannst du nicht sehen, dass ich schlafe?                                                                                                                     ","DIA_Nocnik_SLEEPDAY_03_01"
"Night guard","Wir reden später, am liebsten gar nicht.                                                                                                                     ","DIA_Nocnik_SLEEPDAY_03_02"

"","","","","DIA_Nocnik_RESTDAY"
"Night guard","Kannst du nicht sehen, dass ich esse?                                                                                                                     ","DIA_Nocnik_RESTDAY_03_01"
"Night guard","Lass mich in Ruhe essen!                                                                                                                     ","DIA_Nocnik_RESTDAY_03_02"

"","","","",""

