"CHARACTER DESCRIPTION"
"Young apprentice of hunter."

"","","","","DIA_CZELADNIK_HELLO1"
"Apprentice","Ohne weitere Umschweife, lass uns gehen.                                                                                                                     ","DIA_CZELADNIK_HELLO1_03_01"
"Apprentice","Folge mir zum Tor.                                                                                                                     ","DIA_CZELADNIK_HELLO1_03_02"

"","","","","DIA_CZELADNIK_POLO1"
"Apprentice","So da wären wir, Zeit, ein paar Hyänen zu jagen.                                                                                                                     ","DIA_CZELADNIK_POLO1_03_01"
"Apprentice","Folge mir, hier in dieser kleinen Mulde sollten einige von ihnen sein.                                                                                                                     ","DIA_CZELADNIK_POLO1_03_02"
"Apprentice","Sammle die Felle, wir brauchen mindestens 30 davon.                                                                                                                     ","DIA_CZELADNIK_POLO1_03_03"

"","","","","DIA_CZELADNIK_POLO2"
"Apprentice","In Ordnung, nimm die Felle und mach weiter, wir haben keine Zeit zu verlieren.                                                                                                                     ","DIA_CZELADNIK_POLO2_03_01"

"","","","","DIA_CZELADNIK_POLO3"
"Romulus","","Warum gehen wir nicht in die Mulde vor uns?                                                                                                                     ","DIA_CZELADNIK_POLO3_15_01"
"Apprentice","Angeblich gibt es da draußen einen Troll, aber ich bin noch nicht bereit, ihn zu jagen.                                                                                                                     ","DIA_CZELADNIK_POLO3_03_02"
"Apprentice","Vielleicht probieren wir es bei unserer nächsten Jagd aus.                                                                                                                     ","DIA_CZELADNIK_POLO3_03_03"
"Apprentice","Komm schon!                                                                                                                     ","DIA_CZELADNIK_POLO3_03_04"

"","","","","DIA_CZELADNIK_POLO4"
"Apprentice","Jetzt führst du. Es sollten ein paar mehr Hyänen um die Oase herum sein.                                                                                                                     ","DIA_CZELADNIK_POLO4_03_01"
"Apprentice","Suchen wir sie.                                                                                                                     ","DIA_CZELADNIK_POLO4_03_02"

"","","","","DIA_CZELADNIK_POLO5"
"Apprentice","Okay, ich sehe, du hast genug Felle.                                                                                                                     ","DIA_CZELADNIK_POLO5_03_01"
"Apprentice","Gehen wir zurück in die Bucht, mein Chef wird wahrscheinlich schon ungeduldig sein.                                                                                                                     ","DIA_CZELADNIK_POLO5_03_02"

"","","","","DIA_CZELADNIK_POLO6"
"Apprentice","Ich wollte dich nicht aufhalten, du bist ein guter Kämpfer, deshalb hatte ich auch keine Angst, dich zu diesem Troll zu begleiten.                                                                                                                     ","DIA_CZELADNIK_POLO6_03_01"
"Romulus","","Das freut mich.                                                                                                                     ","DIA_CZELADNIK_POLO6_15_02"

"","","","",""

