"CHARACTER DESCRIPTION"
"Hunter"

"","","","","DIA_Mysliwy_PITOSGOTOHUNT"
"Romulus","","Wir sollen zusammen auf die Jagd gehen.                                                                                                                     ","DIA_Mysliwy_PITOSGOTOHUNT_15_01"
"Pitos","Dann los. Es sollten einige Waldscavenger im Wald sein.                                                                                                                     ","DIA_Mysliwy_PITOSGOTOHUNT_03_02"
"Pitos","Sie sind viel stärker als gewöhnlich, du musst vorsichtig sein, aber wir werden es schaffen.                                                                                                                     ","DIA_Mysliwy_PITOSGOTOHUNT_03_03"
"Pitos","Lass uns zusammenarbeiten.                                                                                                                     ","DIA_Mysliwy_PITOSGOTOHUNT_03_04"

"","","","","DIA_Mysliwy_PITOSGOMORE"
"Pitos","Lass uns weitermachen!                                                                                                                     ","DIA_Mysliwy_PITOSGOMORE_03_01"

"","","","","DIA_Mysliwy_PITOSMAYBEFINE"
"Pitos","Gehen wir zurück ins Lager!                                                                                                                     ","DIA_Mysliwy_PITOSMAYBEFINE_03_01"

"","","","","DIA_Mysliwy_OKURWAPITOS"
"Pitos","Ich habe dich so früh noch garnicht erwartet, aber wir haben es geschafft.                                                                                                                     ","DIA_Mysliwy_OKURWAPITOS_03_01"
"Pitos","Wir gehen zurück.                                                                                                                     ","DIA_Mysliwy_OKURWAPITOS_03_02"

"","","","","DIA_MYSLIWY_RANDOM4"
"Pitos","Töte nicht alle Tiere, denn sie werden nicht wiedergeboren. Wir müssen die Balance halten..                                                                                                                     ","DIA_MYSLIWY_RANDOM4_03_01"

"","","","",""

